,Mobile_Brand,Mobile model,mobile with 5g services,ROM,rating,No of ratings ,No of reviews,Battery,Display,Processor,warranty,RAM,Camera,Expandable,discounted_price,Original_price,discount_percent
448,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,15.49 cm (6.1 inch) Super Retina XDR ,,,,,,"7,499","17,999",38
449,SAMSUNG,SAMSUNG Galaxy F13,, 64 GB,4.4,"1,11,744 ","6,424", ,,,,, 12MP Front ,,"11,999","11,999",37
450,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.3,"1,40,978 ","11,531",,,"A15 Bionic Chip, 6 Core  ",,,,,"14,999","10,999",27
451,Cellecor,Cellecor X2 ,,,4.3,"1,34,634 ","12,280",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"1,149","10,999",27
452,POCO,POCO M4 Pro,, 64 GB,4.3,"1,87,995 ","11,329", ,,,,32 MB  ,,,"10,999","10,999",40
453,POCO,POCO C31 ,, 64 GB,4.1,"59,846 ","5,853",,6.1 cm (2.4 inch) ,,,,,,"7,499","23,999",37
454,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,4 GB  ,,  Upto 1 TB,"8,999","14,999",40
455,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,17.2 cm (6.7 inch) HD+ ,,,,,,"67,999","79,900",14
456,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573", ,,,,, 5MP Front ,,"37,999","43,900",13
457,Cellecor,Cellecor A30i ,,,3.4,19 ,2,6000 mAh Lithium Polymer Battery,,,,,,,"1,449","79,900",14
458,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,,Qualcomm Snapdragon 68 ,,,,,"67,999","43,900",13
459,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"37,999","14,999",40
460,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998",,,,,,,,"8,999","19,999",40
461,Cellecor,Cellecor E1 ,,,3.6,38 ,2,,15.49 cm (6.1 inch) Super Retina XDR ,,,,,,"1,229","11,999",37
462,POCO,POCO M4 Pro,, 128 GB,4.3,"1,34,634 ","12,280", ,,,,, 12MP Front ,,"11,999","17,999",38
463,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,"A15 Bionic Chip, 6 Core  ",,,,,"7,499","17,999",38
464,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"10,999","14,999",20
465,Cellecor,Cellecor R3+ ,,,3.5,13 ,2,,,,,,,,"1,049","23,999",37
466,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,15.49 cm (6.1 inch) Liquid Retina HD ,,,,,,"10,999","10,999",27
467,SAMSUNG,SAMSUNG Galaxy F13,, 64 GB,4.4,"1,11,744 ","6,424", ,,,,, 12MP Front ,,"11,999","11,999",37
468,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.3,"1,40,978 ","11,531",,,A13 Bionic Chip ,,,,,"14,999","9,999",28
469,Cellecor,Cellecor X2 ,,,4.1,"59,846 ","5,853",,,,Brand Warranty of 1 Year,,,,"1,149","10,999",40
470,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.3,"1,87,995 ","11,329", ,,,,32 MB  ,,  Upto 32 GB,"7,999","10,999",27
471,POCO,POCO C31 ,, 64 GB,4.3,"2,17,141 ","12,271",,6.1 cm (2.4 inch) ,,,,,,"7,499","14,999",40
472,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,4 GB  ,,  Upto 1 TB,"8,999","14,999",40
473,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,17.2 cm (6.7 inch) HD+ ,,,,,,"67,999","79,900",14
474,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573", ,,,,, 5MP Front ,,"37,999","43,900",13
475,Cellecor,Cellecor A30i ,,,3.4,19 ,2,6000 mAh Lithium Polymer Battery,,,,,,,"1,449","79,900",14
476,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,,Qualcomm Snapdragon 68 ,,,,,"67,999","43,900",13
477,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"37,999","14,999",40
478,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998",,,,,,,,"8,999","1,098",4%
479,Cellecor,Cellecor R3+ ,,,3.5,13 ,2,,15.49 cm (6.1 inch) Super Retina XDR ,,,,,,"1,049","14,999",40
480,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,, 12MP Front ,,"8,999","19,999",40
481,POCO,POCO M4 Pro,, 128 GB,4.3,"1,34,634 ","12,280",,,"A15 Bionic Chip, 6 Core  ",,,,,"11,999","17,999",38
482,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"10,999","11,999",37
483,Cellecor,Cellecor C60+ ,,,3.6,96 ,6,,,,,,,,"1,459","17,999",38
484,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,15.49 cm (6.1 inch) Liquid Retina HD ,,,,,,"7,499","14,999",20
485,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280", ,,,,, 12MP Front ,,"10,999","23,999",37
486,SAMSUNG,SAMSUNG Galaxy F13,, 64 GB,4.4,"1,11,744 ","6,424",,,A13 Bionic Chip ,,,,,"11,999","10,999",27
487,Cellecor,Cellecor E1 ,,,3.6,38 ,2,,,,Brand Warranty of 1 Year,,,,"1,229","11,999",37
488,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.3,"1,40,978 ","11,531", ,,,,32 MB  ,,  Upto 32 GB,"14,999","10,999",40
489,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.1,"59,846 ","5,853",,6.1 cm (2.4 inch) ,,,,,,"7,999","10,999",27
490,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,,,,0.8MP Rear ,,"7,499","21,999",31
491,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,4 GB  ,,  Upto 1 TB,"8,999","14,999",40
492,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,17.2 cm (6.7 inch) HD+ ,,,,,,"67,999","79,900",14
493,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573", ,,,,, 5MP Front ,,"37,999","43,900",13
494,Cellecor,Cellecor R3+ ,,,3.5,13 ,2,6000 mAh Lithium Polymer Battery,,,,,,,"1,049","1,098",4%
495,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,,Qualcomm Snapdragon 68 ,,,,,"67,999","79,900",14
496,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"8,999","14,999",40
497,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573",,,,,,,,"37,999","43,900",13
498,Cellecor,Cellecor E1 ,,,3.6,38 ,2,,15.49 cm (6.1 inch) Super Retina XDR ,,,,,,"1,229","14,999",40
499,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,, 12MP Front ,,"8,999","19,999",40
500,POCO,POCO M4 Pro,, 128 GB,4.3,"1,34,634 ","12,280",,,"A15 Bionic Chip, 6 Core  ",,,,,"11,999","11,999",37
501,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"7,499","17,999",38
502,Cellecor,Cellecor X2 ,,,4.3,"1,34,634 ","12,280",,,,,,,,"1,149","17,999",38
503,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,15.49 cm (6.1 inch) Liquid Retina HD ,,,,,,"10,999","14,999",20
504,POCO,POCO M4 Pro,, 64 GB,4.4,"1,11,744 ","6,424", ,,,,, 12MP Front ,,"10,999","23,999",37
505,SAMSUNG,SAMSUNG Galaxy F13,, 64 GB,4.3,"1,40,978 ","11,531",,,A13 Bionic Chip ,,,,,"11,999","11,999",37
506,Cellecor,Cellecor X-1 ,,,4.3,"1,87,995 ","11,329",,,,Brand Warranty of 1 Year,,0.8MP Rear ,,"1,149","10,999",27
507,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.1,"59,846 ","5,853", ,,,,32 MB  ,,,"14,999","10,999",40
508,POCO,POCO C31 ,, 64 GB,2.3,6 ,0,,4.5 cm (1.77 inch) ,,,,,,"7,499","10,999",27
509,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.3,"1,25,511 ","7,439",,,,,,0.8MP Rear ,,"7,999","16,999",11
510,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,4 GB  ,,  Upto 1 TB,"8,999","14,999",40
511,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573",,17.2 cm (6.7 inch) HD+ ,,,,,,"37,999","43,900",13
512,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163, ,,,,, 5MP Front ,,"67,999","79,900",14
513,Cellecor,Cellecor A30i ,,,3.4,19 ,2,6000 mAh Lithium Polymer Battery,,,,,,,"1,449","79,900",14
514,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,,Qualcomm Snapdragon 68 ,,,,,"67,999","14,999",40
515,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"8,999","43,900",13
516,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573",,,,,,,,"37,999","19,999",40
517,Cellecor,Cellecor C60+ ,,,3.6,96 ,6,,15.49 cm (6.1 inch) Liquid Retina HD ,,,,,,"1,459","11,999",37
518,POCO,POCO M4 Pro,, 128 GB,4.3,"1,34,634 ","12,280", ,,,,, 12MP Front ,,"11,999","17,999",38
519,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,A13 Bionic Chip ,,,,,"7,499","17,999",38
520,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,,,Brand Warranty of 1 Year,,,,"10,999","14,999",20
521,Cellecor,Cellecor A5 ,,,4.4,41 ,3,,,,,,,,"1,348","23,999",37
522,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,15.49 cm (6.1 inch) Super Retina XDR ,,,,,,"10,999","11,999",37
523,SAMSUNG,SAMSUNG Galaxy F13,, 64 GB,4.4,"1,11,744 ","6,424", ,,,,, 12MP Front ,,"11,999","10,999",27
524,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.3,"1,40,978 ","11,531",,,"A15 Bionic Chip, 6 Core  ",,,,,"14,999","10,999",27
525,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"7,499","9,999",28
526,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.1,"59,846 ","5,853", ,,,,32 MB  ,,  Upto 32 GB,"7,999","10,999",40
527,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.1,"59,846 ","5,853",,6.1 cm (2.4 inch) ,,,,,,"7,999","23,999",37
528,REDMI,REDMI 9i Sport,, 64 GB,4.3,"2,17,141 ","12,271",,,,,,0.8MP Rear ,,"7,199","19,999",40
529,POCO,POCO C31 ,, 32 GB,4.3,"1,25,511 ","7,439",2000 mAh Battery,,,,,,,"6,499","16,999",11
530,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.3,"1,40,978 ","11,531",,,,1 Year Manufacturer Warranty,,,,"14,999","19,999",15
531,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,4 GB  ,,  Upto 1 TB,"8,999","14,999",40
532,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,17.2 cm (6.7 inch) HD+ ,,,,,,"67,999","79,900",14
533,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573", ,,,,, 5MP Front ,,"37,999","43,900",13
534,Cellecor,Cellecor R3+ ,,,3.5,13 ,2,6000 mAh Lithium Polymer Battery,,,,,,,"1,049","1,098",4%
535,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,,Qualcomm Snapdragon 68 ,,,,,"67,999","79,900",14
536,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"8,999","14,999",40
537,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573",,,,,,,,"37,999","43,900",13
538,Cellecor,Cellecor E1 ,,,3.6,38 ,2,,15.49 cm (6.1 inch) Super Retina XDR ,,,,,,"1,229","19,999",40
539,POCO,POCO M4 Pro,, 128 GB,4.3,"1,34,634 ","12,280", ,,,,, 12MP Front ,,"11,999","17,999",38
540,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,,"A15 Bionic Chip, 6 Core  ",,,,,"10,999","11,999",37
541,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"7,499","17,999",38
542,Cellecor,Cellecor X2 ,,,4.3,"1,34,634 ","12,280",,,,,,,,"1,149","23,999",37
543,POCO,POCO M4 Pro,, 64 GB,4.3,"1,40,978 ","11,531",,15.49 cm (6.1 inch) Liquid Retina HD ,,,,,,"10,999","10,999",27
544,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.1,"59,846 ","5,853", ,,,,, 12MP Front ,,"14,999","11,999",37
545,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.3,"1,87,995 ","11,329",,,A13 Bionic Chip ,,,,,"7,999","10,999",40
546,Cellecor,Cellecor X-1 ,,,4.3,"1,25,511 ","7,439",,,,Brand Warranty of 1 Year,,,,"1,149","21,999",31
547,POCO,POCO C31 ,, 64 GB,4.2,"10,284 ","1,098", ,,,,32 MB  ,,,"7,499","23,999",37
548,POCO,POCO C31 ,, 32 GB,2.3,6 ,0,,4.5 cm (1.77 inch) ,,,,,,"6,499","19,999",15
549,MOTOROLA,MOTOROLA G62 5G,, 128 GB,4.3,"1,40,978 ","11,531",,,,,,0.8MP Rear ,,"14,999","16,999",11
550,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,4 GB  ,,  Upto 1 TB,"8,999","14,999",40
551,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,17.2 cm (6.7 inch) HD+ ,,,,,,"67,999","79,900",14
552,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573", ,,,,, 5MP Front ,,"37,999","43,900",13
553,Cellecor,Cellecor A30i ,,,3.4,19 ,2,6000 mAh Lithium Polymer Battery,,,,,,,"1,449","79,900",14
554,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,,Qualcomm Snapdragon 68 ,,,,,"67,999","43,900",13
555,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"37,999","14,999",40
556,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998",,,,,,,,"8,999","19,999",40
557,Cellecor,Cellecor C60+ ,,,3.6,96 ,6,,15.49 cm (6.1 inch) Super Retina XDR ,,,,,,"1,459","17,999",38
558,POCO,POCO M4 Pro,, 128 GB,4.3,"1,34,634 ","12,280", ,,,,, 12MP Front ,,"11,999","11,999",37
559,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,,"A15 Bionic Chip, 6 Core  ",,,,,"10,999","17,999",38
560,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"7,499","14,999",20
561,Cellecor,Cellecor A5 ,,,4.4,41 ,3,,,,,,,,"1,348","23,999",37
562,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,15.49 cm (6.1 inch) Liquid Retina HD ,,,,,,"10,999","10,999",27
563,SAMSUNG,SAMSUNG Galaxy F13,, 64 GB,4.4,"1,11,744 ","6,424", ,,,,, 12MP Front ,,"11,999","11,999",37
564,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.3,"1,40,978 ","11,531",,,A13 Bionic Chip ,,,,,"14,999","10,999",40
565,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.1,"59,846 ","5,853",,,,Brand Warranty of 1 Year,,,,"7,999","9,999",28
566,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329", ,,,,32 MB  ,,  Upto 32 GB,"7,499","10,999",27
567,POCO,POCO C31 ,, 32 GB,4.3,"1,25,511 ","7,439",,6.1 cm (2.4 inch) ,,,,,,"6,499","21,999",31
568,REDMI,REDMI 9i Sport,, 64 GB,4.3,"2,17,141 ","12,271",,,,,,0.8MP Rear ,,"7,199","23,999",37
569,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.1,"59,846 ","5,853",2000 mAh Battery,,,,,,,"7,999","19,999",40
570,MOTOROLA,MOTOROLA G62 5G,, 128 GB,4.2,"10,284 ","1,098",,,,1 Year Manufacturer Warranty,,,,"14,999","16,999",11
571,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,4 GB  ,,  Upto 1 TB,"8,999","14,999",40
572,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,17.2 cm (6.7 inch) HD+ ,,,,,,"67,999","79,900",14
573,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573", ,,,,, 5MP Front ,,"37,999","43,900",13
574,Cellecor,Cellecor R3+ ,,,3.5,13 ,2,6000 mAh Lithium Polymer Battery,,,,,,,"1,049","79,900",14
575,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,,Qualcomm Snapdragon 68 ,,,,,"67,999","43,900",13
576,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"37,999","14,999",40
577,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998",,,,,,,,"8,999","19,999",40
578,Cellecor,Cellecor R50 ,,,4.1,52 ,7,,15.49 cm (6.1 inch) Super Retina XDR ,,,,0.8MP Rear ,,"1,459","17,999",38
579,POCO,POCO M4 Pro,, 128 GB,4.3,"1,34,634 ","12,280", ,,,,, 12MP Front ,,"11,999","11,999",37
580,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,,"A15 Bionic Chip, 6 Core  ",,,,,"10,999","14,999",20
581,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"7,499","17,999",38
582,Cellecor,Cellecor A5 ,,,4.4,41 ,3,,,,,,,,"1,348","23,999",37
583,SAMSUNG,SAMSUNG Galaxy F13,, 64 GB,4.4,"1,11,744 ","6,424",,15.49 cm (6.1 inch) Liquid Retina HD ,,,,,,"11,999","11,999",37
584,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280", ,,,,, 12MP Front ,,"10,999","10,999",27
585,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.3,"1,40,978 ","11,531",,,A13 Bionic Chip ,,,,,"14,999","10,999",40
586,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,,Brand Warranty of 1 Year,,,,"7,499","10,999",27
587,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.1,"59,846 ","5,853", ,,,,32 MB  ,,,"7,999","9,999",28
588,POCO,POCO C31 ,, 32 GB,4.3,"1,25,511 ","7,439",,4.5 cm (1.77 inch) ,,,,,,"6,499","14,999",40
589,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.1,"59,846 ","5,853",,,,,,0.8MP Rear ,,"7,999","21,999",31
590,REDMI,REDMI 9i Sport,, 64 GB,4.3,"2,17,141 ","12,271",1000 mAh Battery,,,,,,,"7,199","23,999",37
591,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998",,,,1 Year Manufacturer Warranty,,,,"8,999","19,999",15
592,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,4 GB  ,,  Upto 1 TB,"8,999","14,999",40
593,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,17.2 cm (6.7 inch) HD+ ,,,,,,"67,999","79,900",14
594,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573", ,,,,, 5MP Front ,,"37,999","43,900",13
595,Cellecor,Cellecor R3+ ,,,3.5,13 ,2,6000 mAh Lithium Polymer Battery,,,,,,,"1,049","1,098",4%
596,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,,Qualcomm Snapdragon 68 ,,,,,"67,999","79,900",14
